,Date,Adj Close
0,2018-01-02,2695.81005859375
1,2018-01-03,2713.06005859375
2,2018-01-04,2723.989990234375
3,2018-01-05,2743.14990234375
4,2018-01-08,2747.7099609375
5,2018-01-09,2751.2900390625
6,2018-01-10,2748.22998046875
7,2018-01-11,2767.56005859375
8,2018-01-12,2786.239990234375
9,2018-01-16,2776.419921875
10,2018-01-17,2802.56005859375
11,2018-01-18,2798.030029296875
12,2018-01-19,2810.300048828125
13,2018-01-22,2832.969970703125
14,2018-01-23,2839.1298828125
15,2018-01-24,2837.5400390625
16,2018-01-25,2839.25
17,2018-01-26,2872.8701171875
18,2018-01-29,2853.530029296875
19,2018-01-30,2822.429931640625
20,2018-01-31,2823.81005859375
21,2018-02-01,2821.97998046875
22,2018-02-02,2762.1298828125
23,2018-02-05,2648.93994140625
24,2018-02-06,2695.139892578125
25,2018-02-07,2681.659912109375
26,2018-02-08,2581.0
27,2018-02-09,2619.550048828125
28,2018-02-12,2656.0
29,2018-02-13,2662.93994140625
30,2018-02-14,2698.6298828125
31,2018-02-15,2731.199951171875
32,2018-02-16,2732.219970703125
33,2018-02-20,2716.260009765625
34,2018-02-21,2701.330078125
35,2018-02-22,2703.9599609375
36,2018-02-23,2747.300048828125
37,2018-02-26,2779.60009765625
38,2018-02-27,2744.280029296875
39,2018-02-28,2713.830078125
40,2018-03-01,2677.669921875
41,2018-03-02,2691.25
42,2018-03-05,2720.93994140625
43,2018-03-06,2728.1201171875
44,2018-03-07,2726.800048828125
45,2018-03-08,2738.969970703125
46,2018-03-09,2786.570068359375
47,2018-03-12,2783.02001953125
48,2018-03-13,2765.31005859375
49,2018-03-14,2749.47998046875
50,2018-03-15,2747.330078125
51,2018-03-16,2752.010009765625
52,2018-03-19,2712.919921875
53,2018-03-20,2716.93994140625
54,2018-03-21,2711.929931640625
55,2018-03-22,2643.68994140625
56,2018-03-23,2588.260009765625
57,2018-03-26,2658.550048828125
58,2018-03-27,2612.6201171875
59,2018-03-28,2605.0
60,2018-03-29,2640.8701171875
61,2018-04-02,2581.8798828125
62,2018-04-03,2614.449951171875
63,2018-04-04,2644.68994140625
64,2018-04-05,2662.840087890625
65,2018-04-06,2604.469970703125
66,2018-04-09,2613.159912109375
67,2018-04-10,2656.8701171875
68,2018-04-11,2642.18994140625
69,2018-04-12,2663.989990234375
70,2018-04-13,2656.300048828125
71,2018-04-16,2677.840087890625
72,2018-04-17,2706.389892578125
73,2018-04-18,2708.639892578125
74,2018-04-19,2693.1298828125
75,2018-04-20,2670.139892578125
76,2018-04-23,2670.2900390625
77,2018-04-24,2634.56005859375
78,2018-04-25,2639.39990234375
79,2018-04-26,2666.93994140625
80,2018-04-27,2669.909912109375
81,2018-04-30,2648.050048828125
82,2018-05-01,2654.800048828125
83,2018-05-02,2635.669921875
84,2018-05-03,2629.72998046875
85,2018-05-04,2663.419921875
86,2018-05-07,2672.6298828125
87,2018-05-08,2671.919921875
88,2018-05-09,2697.7900390625
89,2018-05-10,2723.070068359375
90,2018-05-11,2727.719970703125
91,2018-05-14,2730.1298828125
92,2018-05-15,2711.449951171875
93,2018-05-16,2722.4599609375
94,2018-05-17,2720.1298828125
95,2018-05-18,2712.969970703125
96,2018-05-21,2733.010009765625
97,2018-05-22,2724.43994140625
98,2018-05-23,2733.2900390625
99,2018-05-24,2727.760009765625
100,2018-05-25,2721.330078125
101,2018-05-29,2689.860107421875
102,2018-05-30,2724.010009765625
103,2018-05-31,2705.27001953125
104,2018-06-01,2734.6201171875
105,2018-06-04,2746.8701171875
106,2018-06-05,2748.800048828125
107,2018-06-06,2772.35009765625
108,2018-06-07,2770.3701171875
109,2018-06-08,2779.030029296875
110,2018-06-11,2782.0
111,2018-06-12,2786.85009765625
112,2018-06-13,2775.6298828125
113,2018-06-14,2782.489990234375
114,2018-06-15,2779.659912109375
115,2018-06-18,2773.75
116,2018-06-19,2762.590087890625
117,2018-06-20,2767.320068359375
118,2018-06-21,2749.760009765625
119,2018-06-22,2754.8798828125
120,2018-06-25,2717.070068359375
121,2018-06-26,2723.06005859375
122,2018-06-27,2699.6298828125
123,2018-06-28,2716.31005859375
124,2018-06-29,2718.3701171875
125,2018-07-02,2726.7099609375
126,2018-07-03,2713.219970703125
127,2018-07-05,2736.610107421875
128,2018-07-06,2759.820068359375
129,2018-07-09,2784.169921875
130,2018-07-10,2793.840087890625
131,2018-07-11,2774.02001953125
132,2018-07-12,2798.2900390625
133,2018-07-13,2801.31005859375
134,2018-07-16,2798.429931640625
135,2018-07-17,2809.550048828125
136,2018-07-18,2815.6201171875
137,2018-07-19,2804.489990234375
138,2018-07-20,2801.830078125
139,2018-07-23,2806.97998046875
140,2018-07-24,2820.39990234375
141,2018-07-25,2846.070068359375
142,2018-07-26,2837.43994140625
143,2018-07-27,2818.820068359375
144,2018-07-30,2802.60009765625
145,2018-07-31,2816.2900390625
146,2018-08-01,2813.360107421875
147,2018-08-02,2827.219970703125
148,2018-08-03,2840.35009765625
149,2018-08-06,2850.39990234375
150,2018-08-07,2858.449951171875
151,2018-08-08,2857.699951171875
152,2018-08-09,2853.580078125
153,2018-08-10,2833.280029296875
154,2018-08-13,2821.929931640625
155,2018-08-14,2839.9599609375
156,2018-08-15,2818.3701171875
157,2018-08-16,2840.68994140625
158,2018-08-17,2850.1298828125
159,2018-08-20,2857.050048828125
160,2018-08-21,2862.9599609375
161,2018-08-22,2861.820068359375
162,2018-08-23,2856.97998046875
163,2018-08-24,2874.68994140625
164,2018-08-27,2896.739990234375
165,2018-08-28,2897.52001953125
166,2018-08-29,2914.0400390625
167,2018-08-30,2901.1298828125
168,2018-08-31,2901.52001953125
169,2018-09-04,2896.719970703125
170,2018-09-05,2888.60009765625
171,2018-09-06,2878.050048828125
172,2018-09-07,2871.679931640625
173,2018-09-10,2877.1298828125
174,2018-09-11,2887.889892578125
175,2018-09-12,2888.919921875
176,2018-09-13,2904.179931640625
177,2018-09-14,2904.97998046875
178,2018-09-17,2888.800048828125
179,2018-09-18,2904.31005859375
180,2018-09-19,2907.949951171875
181,2018-09-20,2930.75
182,2018-09-21,2929.669921875
183,2018-09-24,2919.3701171875
184,2018-09-25,2915.56005859375
185,2018-09-26,2905.969970703125
186,2018-09-27,2914.0
187,2018-09-28,2913.97998046875
188,2018-10-01,2924.590087890625
189,2018-10-02,2923.429931640625
190,2018-10-03,2925.510009765625
191,2018-10-04,2901.610107421875
192,2018-10-05,2885.570068359375
193,2018-10-08,2884.429931640625
194,2018-10-09,2880.340087890625
195,2018-10-10,2785.679931640625
196,2018-10-11,2728.3701171875
197,2018-10-12,2767.1298828125
198,2018-10-15,2750.7900390625
199,2018-10-16,2809.919921875
200,2018-10-17,2809.2099609375
201,2018-10-18,2768.780029296875
202,2018-10-19,2767.780029296875
203,2018-10-22,2755.8798828125
204,2018-10-23,2740.68994140625
205,2018-10-24,2656.10009765625
206,2018-10-25,2705.570068359375
207,2018-10-26,2658.68994140625
208,2018-10-29,2641.25
209,2018-10-30,2682.6298828125
210,2018-10-31,2711.739990234375
211,2018-11-01,2740.3701171875
212,2018-11-02,2723.06005859375
213,2018-11-05,2738.31005859375
214,2018-11-06,2755.449951171875
215,2018-11-07,2813.889892578125
216,2018-11-08,2806.830078125
217,2018-11-09,2781.010009765625
218,2018-11-12,2726.219970703125
219,2018-11-13,2722.179931640625
220,2018-11-14,2701.580078125
221,2018-11-15,2730.199951171875
222,2018-11-16,2736.27001953125
223,2018-11-19,2690.72998046875
224,2018-11-20,2641.889892578125
225,2018-11-21,2649.929931640625
226,2018-11-23,2632.56005859375
227,2018-11-26,2673.449951171875
228,2018-11-27,2682.169921875
229,2018-11-28,2743.7900390625
230,2018-11-29,2737.800048828125
231,2018-11-30,2760.169921875
232,2018-12-03,2790.3701171875
233,2018-12-04,2700.06005859375
234,2018-12-06,2695.949951171875
235,2018-12-07,2633.080078125
236,2018-12-10,2637.719970703125
237,2018-12-11,2636.780029296875
238,2018-12-12,2651.070068359375
239,2018-12-13,2650.5400390625
240,2018-12-14,2599.949951171875
241,2018-12-17,2545.93994140625
242,2018-12-18,2546.159912109375
243,2018-12-19,2506.9599609375
244,2018-12-20,2467.419921875
245,2018-12-21,2416.6201171875
246,2018-12-24,2351.10009765625
247,2018-12-26,2467.699951171875
248,2018-12-27,2488.830078125
249,2018-12-28,2485.739990234375
250,2018-12-31,2506.85009765625
251,2019-01-02,2510.030029296875
252,2019-01-03,2447.889892578125
253,2019-01-04,2531.93994140625
254,2019-01-07,2549.68994140625
255,2019-01-08,2574.409912109375
256,2019-01-09,2584.9599609375
257,2019-01-10,2596.639892578125
258,2019-01-11,2596.260009765625
259,2019-01-14,2582.610107421875
260,2019-01-15,2610.300048828125
261,2019-01-16,2616.10009765625
262,2019-01-17,2635.9599609375
263,2019-01-18,2670.7099609375
264,2019-01-22,2632.89990234375
265,2019-01-23,2638.699951171875
266,2019-01-24,2642.330078125
267,2019-01-25,2664.760009765625
268,2019-01-28,2643.85009765625
269,2019-01-29,2640.0
270,2019-01-30,2681.050048828125
